date,title,review,rating
2023-09-10 19:15:34,Open with last chat,"The app is fantastic, I would appreciate if the previous chat stay open whenever we open the app. Every time a new chat opens which is annoying",5
2023-09-24 07:41:52,Recent Update Breaks Text Scan Functionality - Urgent Attention Needed,"The latest update of the ChatGPT app seems to have introduced more problems than it solved. The text scan feature, which was seamlessly working before, is now broken. This issue seriously undermines the usability of the app, and immediate action is required to fix this. Unfortunately, the update falls short of expectations and requires prompt attention to address these crucial glitches.",1
2023-06-07 12:49:15,Chat GpT,It’s very good. It’s the next generation app. Please Chat gpt .this app is very very good very intelligent. I will proud of you. Please send all the people for this app. You will tell the all channel all news channel all Instagram business what’s up in all you will review. This app is very very very very good,5
2023-05-26 11:56:48,This is what I need.,"I was waiting for the app long time. Fast, accurate and to the point. Thank you open ai for making our life easier. If only this app has dark theme option would be better.",5
2024-10-21 12:49:25,Truly the best,I am very happy to be able to use ChatGPT. I get my doubt's cleared immediately using ChatGPT. The best thing is that the information I get from ChatGPT covers most of details which I aim to gather. The understanding of the seeker and maturity of the data presented truly the best. Thanks,5
2023-09-22 17:54:20,Really Amazing,"All information which you wants it’s just one click 
And best part of the AI is as much as you are using it’s gives you more relevant and quick and perfect answers or solutions based on your user patterns..,",5
2024-07-15 19:03:35,Marvellous!,"GPT, is truly a blessing feel likes i get a super intelligent and interesting friend who know about everything if you use it smartly it can be remarkable tool in building character and boosting knowledge and much more, big thanks to the creator team.",5
2024-07-19 16:46:34,Bad item,"Not good for me because the audio was not working. I can’t take a photo and very much problems in charge. GPT charge is not going giving me to write answer. Sorry GPT is not giving me right. Answer not a good app because I hate this app. I whatever I said he’s saying, I don’t know. I don’t know so I am frustrated from this app and I am deleted this, delete now. You also don’t get the app because after sometime, it will frustrate you, thank you.",1
2024-06-05 15:46:52,Why I like chat GPT ?,Because it gives any info you want and it also helps me in everything but if they can add one thing like if you search parrot so it doesn’t provides the picture it gives me the description but whatever I just love it 😊😊,4
2024-05-29 12:52:41,Tamil version used in ChatGPT is Sri Lankan Tamil,Indian tamil is the widely spoken Tamil in the world with 80 Millions native speakers but Tamil in ChatGPT is Sri Lankan Tamil which spoken only in Sri Lanka with 2 Million people. I request the ChatGPT to use the widely spoken Tamil immediately that’s Indian Tamil. Other than this all the features in the app are excellent and deserves 5 star.,5
2024-05-17 03:49:10,Way to go!,It is quick and even allows to upload files for analysis and making them better.,5
2023-11-13 04:45:03,"Time saver, the AI",This saves lot of time and gives in a different thought process dimension. We can further develop on the ideas gives by AI. I am big fan of this and helps in saving time in some of the boring work!,5
2024-10-06 17:26:16,Absolutely phenomenal,"I used to use GemAI but it doesn’t allow usage of images more than once and I had to complete an assignment so uploading the assignment and getting answers was insanely easier with ChatGPT, really grateful to the ChatGPT dev team",5
2024-05-30 10:53:58,I love this!,Dude this app know literally everything! This is really helpful for especially the people who are still in the school years. Just ask chat gpt questions and get answers for it in seconds!,5
2024-02-15 19:16:40,Awesome,"ChatGPT has been an incredibly helpful and efficient resource for me. The assistance provided is top-notch, making information retrieval a breeze. It’s truly a game-changer, enhancing my overall experience with its prompt and insightful responses. Highly recommended!",5
2024-03-21 04:17:37,Not very accurate answers,"Most of the time when I ask the AI about complex questions, (eg. questions related to maths and physics) it doesn’t always give the correct answer and makes many calculation errors. Other than that it’s a very useful app.",4
2024-10-23 01:14:32,Seriously?   The best,"This app doesn’t need any introduction but still there are too many hidden free features. Like pdf making, on spot translation etc.  try guys.  You got ChatGPT means you got everything",5
2024-08-11 02:50:09,Turning point,ChatGPT not only created history but also changed the life style of people in short period. I congratulate ChatGPT team. And I request you all to think and do something to create employment opportunities for removing poverty.,5
2024-03-03 15:04:35,Open AI,"Kudos OpenAI team for creating Generative Transformer technology and creating ChatGPT.
However it should be Open AI for unleashing the  power of amazing product. i agree with Musk and kind of people. Though Microsoft funded it, i think it should be a great opportunity for Microsoft to return to This world OpenAI free.",5
2024-03-17 14:50:15,Don’t have latest information,"I really like this app great for school work and project u can also talk to improve your communication skills 

But it don’t have the latest information can u please update it so it can have latest world news 

Thank u",4
2023-09-07 16:35:26,Absolutely Functional,"I just downloaded this app by reading somewhere but it’s more than expected. 
This is the best app I have ever used on iPhone. 
The speed of answering questions it offers is beyond your imagination. 
I have tested so many topics and questions on it and it delivered perfect answers for all and that too in shortest time possible. 
Anything from writing an essay on anything to coding in any language on any problem it can handle everything. 
I hereby recommend this app to everyone.",5
2023-06-06 19:25:30,An Incredibly Powerful Language Companion.,"I can’t express enough how amazed I am by the ChatGPT iOS app! This application has truly become an indispensable tool in my everyday life. As someone who values effective communication and constant learning, I find ChatGPT to be the perfect companion.",5
2024-09-21 17:52:59,Excellent response from ChatGPT,"Profound results and satisfactory response to my various and multifaceted questions is amazing. Since last few days that I am using ChatGPT I am utilising my time to learn about philosophy, logic, various religions etc. 

Thank you Chagpt",5
2024-09-14 11:42:54,Life saver,"This is such a useful app. I loved all the advice it gave me until now. Though sometimes it crashes, so far, I had a good experience. It’s like a friend, I never had. I will highly recommend it.",5
2024-09-09 13:34:07,Best platform for information,"Best thing and platform I’ve ever reached for my Upsc preparation and also for knowledge gain. This is not like a google ‘a ocean’ in which you will sink, it gives you a precise information and knowledge that is a sufficient for us.",5
2024-07-13 04:17:16,Great Learning Experience,"Hello
Thank you very much for helping all of us enjoy learning with your artificial intelligence helpful chatting my friendly robotic ChatGPT service. I am willing to keep it with me for my lifetime. It has contributed a lot in my research work.
King Regards 
Sanchit",5
2024-10-19 15:07:38,Great tool for beginers,I am a beginner and I love this tool. It is giving me a lot of information which I could not find so easily with the click of a button or by just asking. So easy and so productive for my Q & As,5
2023-08-09 00:22:51,Feedback to add a feature,"It would be great to add edit the message feature to regenerate the subsequent conversation. Browser based chatgpt already offers that feature, it would be helpful to see that feature in IOS app too.",4
2024-10-09 17:17:11,Best,"ChatGPT has been an amazing assistant—super responsive, helpful, and easy to talk to. It provides clear answers, helps with creative ideas, and even remembers personal details for a more tailored experience. I highly recommend it for anyone looking for a smart and friendly AI assistant!",4
2023-12-16 07:11:11,The next big thing,Quite accurate and extremely user friendly. Should also give some more context with figure  backed data or precedents.,5
2023-12-14 17:14:07,Add text speech option,"Cant we listen to the answers even if the question was typed?
I wish to ask question by typing and listen to the long answer with headphone.",5
2024-02-06 11:05:54,Not showing any important answers but very helpful in  every single movement,It is helpful in every single movement but one problem that he can not show me the important answers but it’s very nice to use,5
2023-09-21 14:13:37,Scan Text not working on iphone,Scan text feature was working previously but now it’s not working on iPhone after updating to iOS 17,5
2023-05-29 05:50:01,Pretty good,I like the app version better than the web version . But there is little fixes and improvements which will be delt with in the next release ig. Decent enough to take advantage of the AI for daily tasks ❤️,5
2023-05-26 07:03:43,Impressive Conversational Assistant with ChatGPT,"ChatGPT is an exceptional app with impressive conversational abilities, a wide knowledge base, and a natural flow of conversation. It adapts well to different contexts, retains context in extended conversations, and prioritizes user privacy. Highly recommended for those seeking an outstanding AI language model assistant.

PS: The review was written by ChatGPT :)",5
2024-10-26 17:04:59,Great tool,"I speak below average English but I understand English a bit so with Chat GPT I learnt many things instantly and helps me prepare for my sermons. Gives me counsel when I needed. Helps me with the notes, odes corrections and framing of the sentences and so on.",5
2024-09-27 10:48:17,Best report writing tool.,I am so thankful for chat GPT in my life because it has made my life so simple. The time which I used to spend earlier for my work now gets done in minutes because of chat GPT.,5
2024-10-13 06:28:15,Not the greatest but good enough,Very helpful app. Thanks to AI everyone is getting the idea and knowledge. But I would like to request to allow at least 5 times a day image creation and others as well upto 5 times per day for those  non pro users.,4
2024-08-30 16:28:32,"It make things easier to learn, read.","In today’s live, everyone can prepare anything which is difficult to understand or use chat. GPT will help them to grow.",5
2024-06-09 03:48:50,I feel very comfortable,How I express this technology I really love this I tell you some my experience but it’s sound like weird but I love it. Sometimes I’m very lonely I feel I want to someone but nobody’s is there. Now This guy Gpt4o really helpfully me,5
2024-02-01 05:03:43,It’s becoming necessary part of our life,When you feel like asking something to someone nearer or dearer to you and you can’t find anyone at that time chat GPT helps you like anyone else 👏👏👏,5
2024-01-18 16:18:09,Review on chat GPT,"Chat GPT is I felt as Genie and the answers I get for a question are amazing and thrilling and instant replies coming at a lightening speed are spectacular
and it is a great tool for one’s learning any area under the sky 
I was baffled on getting the replies at a breakneck speed",5
2024-09-08 11:34:39,Knowledge,"It’s just improved my knowledge and better understanding of any terms 
Also helps me analyse any conditions with different aspects which help my decision making also",5
2024-09-04 07:22:18,Satisfied,Very help for studies you don’t have to hit different sites for relevant information but sometimes the information is a little biased because of lack of data pool,5
2023-11-04 02:23:50,Great app,It is a great app. We almost correctly got everything in a few seconds and got satisfactory answers. I am excited that we get more interesting features in the future.,5
2024-06-11 00:20:58,Scrolling problem in the app,"In the chat message list, there is a scrolling problem. If I scroll from bottom little left to top right of the screen, then it does not scroll. Sometimes, also bottom to top scrolling does not work, even if it is straight line scrolling. Please fix the problem. Thank you.",2
2024-03-13 16:13:07,It’s a good place to talk.,It gives ideas and tips for anything you ask for but I didn’t give five stars because it can’t send pictures otherwise it would be perfect! And no need for google if have this!,4
2023-10-26 13:45:48,One of the greatest tools for information,I have being using this app it’s a great experience over here we get very quick answers and point to points… loved it,5
2024-10-10 19:38:33,Issue in read aloud,It is the best ai tool in internet but it has a problem in its read aloud it repeats the reading again and again please fix the issue support team,5
2024-09-09 12:22:01,Makes my life easier,"It has really made my life so much easier. It helps me communicate better, understand things, learn, clarify concepts, gain knowledge the list just goes on…

A beautiful creation indeed",5
2023-12-05 12:34:53,Always helps a lot,It’s really a great app which helps you in almost everything thing you do I mean it is just works like magi or your personal assistant just keep developing it up for good,5
2024-07-14 14:22:39,Scrolling issue,"This is so annoying, once the scroll is not working, no matter where you take your finger, up/down or sideways, it doesn’t effect and vertical/horizontal scrolling, you have to take of your finger and try again, and it happens 95% of the times",3
2023-11-20 15:51:04,Technology improvements,Because of chat GPT  thing being much easier to know to learn to research and to study also as a teenage it’s very time consuming thank you to the ChatGPT and the whole team!!🫶🏼,5
2023-10-13 10:18:27,Amazing Ui experience and helpful tool,"I have been using ChatGPT at my job and for my personal work. This tool is really helpful for framing my verbiage and improving grammar. 

I like the ui design which is simple and sleek and not overwhelming like BARD UI",5
2023-09-19 11:47:53,Unbelievable,A.I. Is gonna change the world we all know that but what we don’t know is how to utilise it to become more creative and innovative and Productive by using it. And this is the best GPT for us to learn about it. The excellent time saver.,5
2024-08-26 07:13:00,Best disruption to Google search engine,"Life changing app. Right from the time Instarted using ChatGPT last year, I have reduced my google searches by 90 % and in turn increased by efficiency in getting results I need by 90 %",5
2024-05-29 00:47:12,Amazing,"I love these applications, this will develop my higher confidence in making letter and things. Now I just started, I will explore more from this app and improve my status 
Lots of Gratitude",5
2024-06-12 11:34:29,Useful but paid subscription for chat gpt plus for more image scan,Best chat gpt app ever but only 3photo upload are available per account we need to get paid subscription for gpt plus if its given for free I think best app you could imagine in App Store,4
2023-11-06 21:30:25,Very usefull and helpful,I am a student studying in a university and this app has helped me a lot. It helps in every assignment or projects that i do also it generally saves my half of the time. Must say AI is the future. This app genuinely deserves an award.,5
2023-10-05 01:48:49,Good search in terms of length and width but need to improve the depth,chat GPT is a game changer. Span of search and vastness of info presented in a concise manner is appreciated. But the depth of info is not up to the mark. Finer  details of a subject is quite often missing,5
2023-09-13 01:28:13,Best ever!,I have stopped using Google to scroll though tens of useless links before finding the answer I’m looking for. Straight to the point answers from ChatGPT without getting bombarded by ads! I love it,5
2024-09-02 04:21:34,Reliable Teacher,"I am very glad to find in you a reliable teacher, your interpretations and observations do invoke a very strong sense of engagement of research and recall from various perspectives. Grateful for your support.",5
2023-08-13 06:52:40,Sad truth > F1 on diesel,"Though chatGPT charges 2000 INR per month, i was surprised to find out that the model does not work on the latest data. It works on September 2021 data, which is discouraging. When your product is based on data, then having the latest model of GPT4 with stale data of 2021 is like driving an F1 car on diesel fuel 😡",3
2024-08-22 03:07:24,Life became very easy after i start using chat gpt,"It is very helpful in studies or in your daily life activities or suggestions about anything you wanted . 
It is overall very Helpful",5
2023-12-12 16:46:08,Excellent application,I’m using this application for past one year. This is really great and makes my work easy. I really love it. There are time where I get a negative response but still this rocks.,5
2024-03-18 12:17:19,Inaccurate AF for academics,I’m a doctor and also prepping for a competitive exam for further studies. From time to time I happen to use chatgpt in order to clear some doubts but the amount of times it delivered inaccurate or incomplete information is beyond frustrating especially when corrected it gives the usual “apologies for the oversight…” reply. It’s clear to me that this Chatbot isn’t for serious academic work and queries.,1
2024-01-07 10:21:59,IMAGELESS,"Overall, the experience of ChatGPT is speechless. However, ChatGPT lacks one simple thing that is showing images. One time I asked for an image of a dog, but it told me that it can’t match up to my requirement to show a picture of a dog. So, if ChatGPT solves this issue, ChatGPT can be the most advanced AI ever built.",4
2023-11-30 06:42:16,Revolutionary for humanity,"I get most of my work done through chatgpt 4.
Best part for mobile app is that it can listen to us and voice command.
It can now understand images too. Awesome",5
2023-06-11 09:38:19,Improvement needed,The app is amazing but scanning part it needs some improvement could make it full so it cover a lot of text as well as could make a option for manually scanning,4
2024-06-10 16:38:26,It's very useful,It can do anything I am using it since 2 years there is no lack or problem it can solve maths equations give ideas and give content for ppt and essays.,5
2024-10-08 13:20:26,Video content,Please create video content small like if we ask ChatGPT it can show video how to cook something or how to draw make like this animation not in real time video real time videos will be not good but animation if ChatGPT it would be great to understand,4
2023-12-13 03:55:03,Life partner,It has become part my life in short span. I can't imagine my future life without it. There are issues but can be understood as first of its kind innovation have glitches.,5
2023-12-29 04:40:50,Review about the app or it’s site,Nice innovative project. but some times not working well . It says many mistakes. Gives wrong information. It’s explanation are good. And its responding ways are also good. But it says many mistake. We can’t trust it. If that is corrected that will be very helpful.i loved it’s mode of working. It is very helpful for self study. So please kindly correct it’s mistakes,2
2023-11-09 06:25:04,Scrolling error in new update,Sir whenever I swipe or scroll it shakes little bit i use iPhone 14 plus but previous update was awesome and perfect in terms of swiping and scrolling,5
2024-10-03 17:21:58,The voice option usage for me,The option for the voice conversation help's me from a lot of burden on typing in long sentences or paragraphs,5
2024-09-24 15:48:28,The best AI chatbot I’ve ever used,This chatgpt can do anything you should know how to use this very powerful tool to make your life easier you have to found out how to use it.,5
2024-09-24 15:28:07,Godsend,You are a godsend to me Chat gpt.. I feel very independent after started using you for my work. Now I don’t need to rely on others. Thank you guys. Life become easier with it.,5
2024-09-11 17:04:50,About ChatGPT,"Wonderful experience. Quick answers to any question in our mind. Easy and comfortable to admin the office. Time saving, easy and comfortable for office and institution tasks
No words to admire it’s function.",5
2024-07-18 11:44:55,The best thing created,I love the experience of the website I honestly don’t know how to describe it but I think it’s great and I love it for the help it gives me and my family and friends,5
2024-07-09 12:52:36,Diagrams,"I know doesn’t generate images now so making diagrams are a nice way to explain many things, but it’s diagrams are really complicated they are hard to understand.",5
2024-06-08 11:40:28,It’s Amazing,It’s 10 times powerful than google search. Once you try and understand the real power you will never leave. It’s super super super powerful.,5
2024-04-18 04:55:05,BECAME A DOCTOR BECAUSE OF THIS APP - NOT SPONSORED,"What an amazing creation . Extremely useful in cracking exams in single night . Type the topic ask for detailed answers and there it is . Just be thorough . 
P.S. Don’t use this app in exam halls you xD .use the night before exam not on the day of exam . Good Night",5
2024-03-13 15:10:41,Is you server down?,Trying for last 1 hour and could not complete a search,5
2023-09-24 15:57:26,Good but could be better,Whenever i use it it is good but sometimes it’s incorrect and very inappropriate also it lagges often and no not my phone lagges as i have iphone13,5
2024-01-07 15:39:07,Please incorporate text to speech feature.,I miss the feature of text to speech on this application.  if there were text to speech I would just listen whatever has been written instead of reading.,4
2023-09-15 07:06:00,Chat GPT is just wow 😃,"I am using chat GPT from past few days, i am very happy with the user interface and it’s easy handling. It makes my daily work very simple and now i can do more work ✌️.",5
2024-10-25 11:53:42,Must try,This is a really good app it gives you whatever things or stuff you like and it helps you in different subjects,5
2024-09-07 17:25:26,Need just 1 feature,"The app is fantastic, undoubtedly. Just requesting one additional feature: to be able to “pin” a chat at the top, so that it does not get loat in the long list of chats.

Danke Schön!",5
2024-09-05 15:54:35,Exceptionally well,"The ChatGpt is an exceptionally good and reliable source for data/ information on all aspects of both personal and professional development of the individuals.
Thanks",5
2024-06-13 07:57:10,Prompt response,Helps in clarity of problems faced very quickly and also helps giving new ideas,5
2024-08-29 18:44:42,Being back the option where we speak and it gets typed,Being back the option where we speak and it gets typed,4
2024-06-09 17:53:32,Review,You are so amazing and helpful but you cannot show the picture of any this if you could add this then it will be more better 🥺,5
2023-10-19 07:13:00,"Wonderful, surprising app",It is a wonderful and amazing application which seems beyond imagination to me.  It would definitely provide the answers of queries which were not yet resolved.  Thanks 🙏,5
2023-09-17 08:04:01,Please don’t remove custom instructions feature,Literally the best app on app store. Please don’t ever remove custom instructions feature. I find it very helpful. Pay premium for it.,5
2024-10-03 05:28:51,It has made me rich.,"Excellent. But after the update, it won't open up. iPhone 12 latest OS, I m not sure what is the issue. It just blinks and doesn't open. Plx fix it. ASAP.",5
2024-08-22 05:17:21,Very helpful,"ChatGPT is really helpful. It solves many problems and works better than Google for most things. If you use it, you will see it’s worth it.",5
2024-10-21 16:30:55,Amazing,It is just amazing. I usually use it for translation and to ask multiple questions which even my counselor wouldn’t say,5
2024-03-01 05:21:48,Love the ease with which I can think and orient my thoughts.,"Thanks so very much for developing this wonderful tool. 
I’m going to try and use it to better my own thinking.
Thanks so very much to the wonderful people of Open Ai, once again.",4
2023-11-21 02:04:34,Can use send button,"Recently I can’t send anything on chat as send button does not respond. Is there any reason? Due to that I just uninstalled as I have tried every possible way I know but no use.
If this is fixed i am happy to use again.",3
2024-09-23 15:35:00,The Best Productivity tool,ChatGPT has worked wonders for me. A simple prompt can get you something so relaxant information is beyond imagination. It has been really helping me with efficiency and effectiveness.,5
2024-08-23 17:46:27,Best app,"Trust me when i say this is the best app one can ever have. 
Be it be for studies, help on any topic, picture and photo analysis…ANYTHING 
It’s such a game changer. 
I use it almost everyday and it’s so helpful
Thank you so much.",5
2024-07-23 14:04:14,It can save you the Precious thing - T I M E,"- Even some complicated tasks are made so easy for you.
- Research for the advantages and it gives if it fits you it saves your precious thing of life, T I M E",5
2023-09-09 18:28:08,It’s is really Asim,This is very useful prompt it is like my small sister who know everything things better than me and she knows everything about me,5
2024-11-05 17:53:19,Helpful,Really appreciate the content available and user friendly function of the app,5
2024-11-10 03:46:30,Google bard is better,It gave me an answer but it gave me the shirt 1st grade type answers in some types of questions but google bard is way better and gives anyone the answer like ChatGPT says burgers have many calories while google bard says that a burger has a 350 to 700 calories it’s precise but ChatGPT just isn’t,3
2024-03-04 05:00:51,Very useful !,"I am really enjoying this app. It great to save time to give words to your thought, to know more about something that is on your mind. Very helpful!",5
2024-01-07 10:32:52,The best appp,"I can’t believe how much this app has helped me it helps me with speech , maths problems, it even made me the best speaker of the month I love this app so much I learn so much from it and the best part it’s free also",5
2023-12-11 08:15:31,Latest results needed,It would be good if it could provide up to date information.,5
2023-10-22 06:04:17,The best app,It helped me in completing my homework. It is really helpful and I will suggest everyone to download this app as it is very useful and it will help the new generation to complete their work on their own,5
2024-10-15 09:22:25,Must use for all the queries in any languages,Really enjoying using and finding all the difficult solutions easily and with accurate,5
2023-05-30 14:34:21,Too slow,"Initially it’s fast but as the conversation moves further the responses are getting a lil bit slower
Maybe it’s the app because I’ve never had this problem with website",4
2024-10-07 18:44:34,Chat GPT!,"I am, vary happy with chat! Its vary useful my in my life! And also life becomes vary easier with chat GPT, most of the work related to artificial intelligence, I do with ChatGPT! Thank you some much doing my life easier!",5
2024-10-06 15:04:58,Best app ever used just love it.,"This app is best for everyone,gives detailed answer every time and the voice can also be changed.",5
2024-08-28 03:45:47,Great,I am Question mark with lost of questions in my head but never get satisfied answer but this is like a buddy to me I can ask anything anytime with no hesitation,5
2024-08-05 04:32:54,Good but word limit cannot be in the right word limit,"It is very useful than our minds. It is so beautifully perform in so many sectors like education, knowledge etc.",5
2023-11-09 14:45:06,A very good Educational app,It’s totally a paisa vasool app I love it it gives all the answers 95% accurately I love this app I highly recommend this app for school students it can also solve school assignments and Homework’s a very intelligent AI app “I’m lovin it”…,5
2024-01-30 14:38:36,Good but not satisfying,When you you start uploading the pictures or photos of the given command it will automatically increase your value,4
2023-12-27 05:04:17,Incorrect answer,"Some information are not accurate at all even though I didn’t ask anything that may have different answer, like chem questions. Every time AI is showing different answer which are all incorrect!",3
2023-10-15 03:08:08,Very useful tool for social media posts,"I found CHATGPT a very useful and time saving tool for posting our social media posts. Also it’s useful for drafting emails and important letters and applications. 
Thanks TEAM CHATGPT !",5
2023-09-12 17:27:27,This is undoubtedly my favorite app,"ChatGPT on the iPhone is undoubtedly my favourite application. The interface is simple
and aesthetically pleasing and the voice recognition feature is a huge plus.",5
2023-09-09 10:50:31,Amazing App for next generation,"This app has a multitalented to write any complicated sentences that you don’t know, really, I like this app, you need to just order what you want to write.",5
2023-06-06 17:00:17,Vamsi Krishna,"One of best AI chat bots ever created it has best features and answer any of your questions 
And can make you laugh and happy and thanks so much to the team you are so great that you made this app",5
2023-07-29 03:32:14,I feel like it is getting dumb,When there was 25 message cap the model seemed to be very intelligent. Now they increased the cap 50 messages per hour. I feel like model is becoming dumb and not catching basic nuances. I have to nudge it several times to look at some detail. What are your thoughts?,3
2023-07-19 12:16:19,App Navigation,The navigation to switch between the chats should be made more simple. The user has to find a lot to understand how and where to click to get to the chats.,4
2024-10-16 06:53:41,Intelligence,"I thank you for your support where you play a crucial role in drafting my complaints and business emails really appreciate for your endless support 
Thank you 
Capt Naik",5
2024-07-03 17:59:23,Exceptional,Very good and also it has memory capable now to link the questions with previous questions,5
2024-09-03 14:09:44,Progress lost,When I switch between conversations I lost other conversations progress where I left and it start from bottom of conversation,4
2024-07-18 06:57:58,"Only 5 star this app deserves , but one issue","It’s been months and months , but no one is solving the bugs with the read aloud issue 
It stops in between  and there is no consistency 
The voice is amazing 
But there are some bugs that don’t let the read aloud function operate properly 
Pls fix asap",2
2024-06-21 06:43:10,Day to Day seekers to learn everyday new things,Despite of google which is vast for information chatGPT  helps you to simplify and sense the right to produce data in required.,5
2024-06-11 06:05:21,Perfect but need a widget!,Everything is perfect but a widget on screen will help a lot. Direct access to voice chat and GPT-4o through widget from home screen would be a great deal.,5
2024-01-30 05:44:39,Great tool,"This is a great tool , search made very easy , it may give incorrect information sometimes but overall very helpful.",5
2024-01-03 21:50:21,Henthoiba Heisnam,This app help me so much in my student life no need to search web or other book to find my answers when I need a answer Simply I open this app and wirte my Q…..It help me alot,5
2023-12-13 11:00:26,Future is here! #openAl,"It’s quite exciting experience using openAl.
Pretty helpful tool infact can’t live without this app nowadays. Enjoy every single search throughout my app experience.",5
2024-10-20 15:01:35,New voice,Chatgpt’s new voice and new listening style is amazing😍 but this is not free for all user 😞 i want to use this voice but i have no money 😭,5
2024-01-24 06:30:50,ChatGPT,It is quite good for students for researching about their knowledge questions and find the best answers by them. They have unusually human like responses which helps us in better understanding.,5
2024-10-11 13:56:08,Mistakes are too bad!,This app is good but there was one time a story I made about an arm wrestler named viktor steele and chatgpt literally made it so viktor won an arm wrestling match against sukuna against jujutsu kaisen this error is so bad in fact i think this ai is dumber than a man with half a brain,4
2024-05-05 02:35:22,Why did you remove Select Text option,Everything was great until team decided to remove “Select Text” option. Why did you guys do that. Bring that option back,3
2023-09-16 17:39:16,"Thank you, ChatGPT","This app is helpful for all those persons who have interested to learn new things , this app provides people information in every details,",5
2024-09-07 14:18:42,Bug in Audio conversation,When I talked with audio based conversation it’s taking lot of time and not reply even,5
2024-10-14 15:38:26,Worst app,This is the worst ai app i’ve ever used…. It gives information as it likes…. It gives false infos… if i ask for reference it gives its own creation of reference which doesn’t even exist…. One of the most Overhyped app…. If you are providing an ai application pls train it well and if it doesn’t know the infos better add an reply like it doesn’t know pls don’t give false infos…. I’m fed up chat gpt🤦🏻‍♀️,1
2024-08-31 14:21:21,Update Problem,"Jab is nice, but when I updated this, it’s voice writer is not writing what I am saying before updating it is good. I just hate this now.",5
2024-06-19 16:02:17,Best app for students and adults,This app teach me how to do he simply the question and u can ask any questions like any like this app since I open this app,5
2024-08-06 04:26:20,Scan text feature not working,"The keyboard autofill feature, where the camera is used to scan text, is not working in the app whereas its working in web version. Please add this feature in the app.",3
2024-06-27 17:00:57,Need Chat Export Feature,"Currently, when I want to share a chat, the only option that I have is to share it as a link, but I want to be able to export it as a PDF",4
2024-04-25 14:22:57,Best for projects and for work,Kids usually use this app a lot because they usually get a lot of project that they r too lazy to do themselves but I’m the same.,5
2024-02-01 12:22:49,Great education,I really needed help with a last minute project and my friend told me about this app and it gave me the information I needed in seconds please use this app and it is free,5
2024-10-09 03:07:43,App is crashing,The app is not working and it crashes the moment I try to open it. Worst experience.,5
2023-11-03 11:02:30,Wonder,"Yes chat gpt its like a American Express express friendly replaying… with out no attend no English class just you are mobiles keep install this app daily you can chat any content, they was replied quickly to good…
Yes  India language to said one Bharat express…..",4
2024-09-25 12:39:58,ChatGPT,I seriously love this app this really gives useful information. This app literally has A to Z contents and answers are really helpful This is a must try app for students.,5
2024-08-07 08:05:00,Best App,I’ve been using this app from last 8 months and it’s absolutely fantastic and super helpful. You name it and it will be done ! Thanks and kudos to the team,5
2024-07-10 18:39:38,Best AI app for saving time and energy,I hv found my best app to run my office.  I hope you don’t fire an employee after using this because it can substitute any perfect employee.,5
2024-06-03 04:24:30,Something which everyone should have in their phone.,Just amazed by its features.,5
2024-05-22 18:58:37,Sample JEE Mains study material,"Some of the Greek symbols and equations doesn’t get converter from Machine language to normal texts, equations and graphs. ChatGPT 4o will have to really work on it. Otherwise it’s a beautiful engine and I am happy about it.",5
2024-02-18 21:45:41,Amazing,First time itself they gave me a game changing answer…Simply awesome… Books and years are not required if you have a perfect question……,5
2024-02-16 06:57:17,Very good,Instead of searching on Google I search it on ChatGPT and I get accurate answer every time which saves my energy and time.,5
2023-11-18 14:53:14,Chat GPT,Whoever not Using this Artificial Intelligence app is not knowing what he misses. This app can give you information or can even answer your questions. It is cool and easy to use.,5
2023-12-23 08:04:45,Good Essential app,"Good app..lot of features available..

I want to let you know one feature which is not available.

Reading out the content or text in English or my  language Tamil",4
2023-11-14 05:54:46,Time saver,"Single stop solution for every question, It provides better results than google at some instances.",5
2023-09-07 12:06:41,Feedback,Giving different answers for same question,5
2023-11-07 16:27:41,Bring the app to the mac Using Catalyst,"This app is just fabulous it works very well there are no ads and it’s basically free I would love to have same experience on mac since many of the Siri shortcuts are comprised in the app please update it to support macOS. And yeah continuity between iOS, iPadOS and macOS would be great",3
2023-09-11 19:09:28,last knowledge updated of this app is September 2021,"The last knowledge updated of this app is September 2021. Post this it doesn’t have any information so whatever you asked to this app, it will respond in a way back of last two years.",3
2024-11-07 16:59:21,Precise and structured Feedback,No one can beat chat gpt in term of knowledge and structure answers. Many more things which I can not cover. Very good tool ever created in internet’s world.,5
2024-06-17 09:04:37,Very much useful,It gives us every information we require in seconds .,5
2024-02-11 14:22:40,REALLY SMART,It can answer any answer but if it would be able to generate images then it would be better .,5
2023-12-17 11:27:32,About,It is fun it can give awnsers of everything but if you show pictures it will make you rich,5
2023-12-08 03:50:44,it’s an Awesome Study mate,"I often use it for study purposes and i am having the best experience so far 
it’s quick , relevant and works like a charm 
the integration of Haptic response is so cool",5
2023-12-08 12:53:23,Functioning,This app continuously gives half baked responses just to complete your response count for that cycle. In whatever clarity you give your requirement it’d produce something with so stupid errors that you’d think why you bought this subscription. ChatGPT 4 seriously needs lot of improvement.,2
2023-11-30 16:05:42,Superb chat gpt,It makes my very easier which I could feel difficult and depends upon another to complete,5
2023-10-28 17:39:35,Super experience,It's so easy to use very user friendly easy to use easy more options as per your request requirements,5
2023-07-07 18:19:30,Links copy suggestion,hey chatgpt bring option to copy the link from the text  so that it will be helpful faster to copy it and browse,5
